order_id,customer_id,country,order_date,worker_id,total_paid
OR0032009,CU06849,IR,2024-11-08,WO00208,33.785000000000004
OR0032010,CU03273,CA,2021-03-27,WO00124,50.82
OR0032011,CU03488,CA,2025-10-26,WO00236,62.5575
OR0032012,CU02148,CA,2025-11-27,WO00186,127.69
OR0032013,CU02441,UK,2025-08-23,WO00405,61.74
OR0032014,CU00458,UK,2025-08-01,WO00449,22.419999999999998
OR0032015,CU04925,CA,2026-01-13,WO00387,65.5475
OR0032016,CU02871,CA,2025-10-29,WO00364,85.28999999999999
OR0032017,CU07590,UK,2023-05-21,WO00436,41.61
OR0032018,CU02156,UK,2026-01-05,WO00369,18.560000000000002
OR0032019,CU03874,UK,2025-05-02,WO00194,34.56
OR0032020,CU04599,CA,2025-09-28,WO00274,65.22
OR0032021,CU03210,CA,2023-02-19,WO00099,35.14
OR0032022,CU06592,CA,2023-03-18,WO00365,42.0
OR0032023,CU06928,UK,2025-01-21,WO00073,21.53
OR0032024,CU03476,IR,2025-10-10,WO00435,81.03999999999999
OR0032025,CU06363,CA,2025-09-30,WO00043,96.46000000000001
OR0032026,CU08822,UK,2024-09-12,WO00376,8.73
OR0032027,CU08594,CA,2025-03-11,WO00089,16.8
OR0032028,CU05758,IR,2021-08-07,WO00253,32.05
OR0032029,CU02640,CA,2025-08-09,WO00105,34.0475
OR0032030,CU04356,CA,2025-08-14,WO00325,48.41
OR0032031,CU00445,UK,2024-12-05,WO00427,59.519999999999996
OR0032032,CU02865,CA,2024-05-01,WO00347,136.0
OR0032033,CU01765,UK,2025-04-08,WO00151,32.01
OR0032034,CU02153,CA,2022-07-05,WO00264,28.47
OR0032035,CU01903,UK,2025-08-28,WO00095,8.75
OR0032036,CU08280,UK,2022-06-26,WO00210,35.38
OR0032037,CU05144,IR,2023-09-11,WO00336,54.66
OR0032038,CU07605,UK,2026-02-23,WO00258,21.17
OR0032039,CU02261,UK,2025-06-23,WO00363,130.46
OR0032040,CU00210,CA,2025-09-04,WO00226,16.25
OR0032041,CU05526,UK,2017-08-04,WO00411,7.8999999999999995
OR0032042,CU05592,UK,2019-11-09,WO00291,48.15
OR0032043,CU02929,UK,2020-03-27,WO00256,53.69
OR0032044,CU04875,CA,2026-03-08,WO00122,19.83
OR0032045,CU06207,CA,2025-11-07,WO00069,9.690000000000001
OR0032046,CU00905,CA,2025-08-31,WO00066,10.559999999999999
OR0032047,CU01559,IR,2024-07-29,WO00425,93.58
OR0032048,CU06961,CA,2024-03-19,WO00453,52.11
OR0032049,CU08814,CA,2025-08-11,WO00347,37.79
OR0032050,CU02290,UK,2024-01-03,WO00210,54.43
OR0032051,CU05619,CA,2025-06-21,WO00330,39.43
OR0032052,CU00735,CA,2025-04-30,WO00241,22.77
OR0032053,CU01559,IR,2024-07-26,WO00075,18.2
OR0032054,CU01899,CA,2026-01-26,WO00149,35.4325
OR0032055,CU02948,UK,2025-05-23,WO00151,61.56
OR0032056,CU07619,CA,2025-09-21,WO00206,37.92
OR0032057,CU01599,CA,2022-05-10,WO00444,59.0275
OR0032058,CU02976,UK,2015-05-27,WO00167,20.34
OR0032059,CU07448,CA,2022-09-03,WO00260,25.71
OR0032060,CU08585,CA,2024-04-10,WO00224,41.11
OR0032061,CU00159,CA,2024-09-15,WO00414,42.7125
OR0032062,CU06895,CA,2026-02-03,WO00136,96.11
OR0032063,CU01239,CA,2026-02-11,WO00299,32.5075
OR0032064,CU08788,CA,2026-02-17,WO00050,31.43
OR0032065,CU06940,CA,2023-01-22,WO00120,11.735
OR0032066,CU00462,UK,2025-02-20,WO00300,14.54
OR0032067,CU08729,UK,2022-02-03,WO00436,43.470000000000006
OR0032068,CU02305,UK,2024-11-22,WO00109,54.690000000000005
OR0032069,CU04300,IR,2024-08-13,WO00075,49.42
OR0032070,CU08187,CA,2025-11-18,WO00209,33.199999999999996
OR0032071,CU04139,UK,2020-10-08,WO00008,31.25
OR0032072,CU03202,UK,2023-04-26,WO00189,60.35
OR0032073,CU05585,IR,2024-08-17,WO00266,98.78999999999999
OR0032074,CU04222,UK,2025-04-23,WO00476,34.3375
OR0032075,CU01270,UK,2024-05-03,WO00405,81.97
OR0032076,CU02034,UK,2021-03-07,WO00300,10.7
OR0032077,CU00174,UK,2025-04-25,WO00008,19.61
OR0032078,CU08754,IR,2024-06-28,WO00045,39.8
OR0032079,CU05405,CA,2024-08-24,WO00420,91.705
OR0032080,CU03788,CA,2025-05-08,WO00387,69.0825
OR0032081,CU08655,UK,2023-01-22,WO00169,118.955
OR0032082,CU03495,UK,2024-04-16,WO00065,22.19
OR0032083,CU03233,IR,2025-06-26,WO00004,28.25
OR0032084,CU04055,UK,2021-11-14,WO00183,9.98
OR0032085,CU03406,UK,2021-11-21,WO00101,72.395
OR0032086,CU02243,CA,2024-09-02,WO00170,30.3
OR0032087,CU02359,IR,2023-07-29,WO00138,60.74
OR0032088,CU06616,IR,2024-07-19,WO00114,19.509999999999998
OR0032089,CU01048,UK,2019-02-03,WO00399,11.3
OR0032090,CU08781,CA,2022-11-03,WO00012,54.5
OR0032091,CU06361,CA,2026-02-03,WO00478,12.1075
OR0032092,CU01855,CA,2025-10-20,WO00297,33.760000000000005
OR0032093,CU05125,CA,2024-01-02,WO00366,59.400000000000006
OR0032094,CU02553,UK,2023-04-16,WO00445,54.9552
OR0032095,CU04672,UK,2020-05-16,WO00473,28.04
OR0032096,CU08743,UK,2025-05-11,WO00451,10.07
OR0032097,CU06654,IR,2025-12-30,WO00314,12.98
OR0032098,CU04084,CA,2022-08-17,WO00380,14.45
OR0032099,CU04788,CA,2021-04-06,WO00094,23.45
OR0032100,CU05639,CA,2025-01-11,WO00407,105.12
OR0032101,CU06857,CA,2026-02-06,WO00089,29.75
OR0032102,CU08459,CA,2025-11-06,WO00049,39.56
OR0032103,CU01547,UK,2025-10-03,WO00068,38.53
OR0032104,CU06982,CA,2022-03-05,WO00120,31.44
OR0032105,CU07536,CA,2025-03-20,WO00281,56.53
OR0032106,CU05362,CA,2026-02-10,WO00457,55.790000000000006
OR0032107,CU08370,CA,2025-07-21,WO00165,42.44
OR0032108,CU06384,IR,2025-12-19,WO00336,95.685
OR0032109,CU01750,IR,2023-08-26,WO00419,56.4452
OR0032110,CU07740,CA,2023-11-18,WO00020,25.240000000000002
OR0032111,CU02200,CA,2024-11-21,WO00422,73.36
OR0032112,CU00546,CA,2023-12-18,WO00200,46.96
OR0032113,CU06687,CA,2023-08-09,WO00408,44.29
OR0032114,CU00511,CA,2026-01-12,WO00225,34.615
OR0032115,CU08022,IR,2024-06-27,WO00268,48.739999999999995
OR0032116,CU00578,IR,2024-04-27,WO00185,35.38
OR0032117,CU08013,IR,2020-08-01,WO00147,52.89
OR0032118,CU05829,UK,2026-01-11,WO00469,40.9525
OR0032119,CU07299,CA,2025-07-20,WO00039,55.83
OR0032120,CU06281,CA,2025-12-17,WO00298,27.37
OR0032121,CU01202,CA,2025-08-09,WO00431,62.8
OR0032122,CU06508,CA,2025-03-17,WO00354,14.100000000000001
OR0032123,CU06659,CA,2025-10-10,WO00228,70.54
OR0032124,CU01546,UK,2025-06-21,WO00082,54.58
OR0032125,CU05121,UK,2024-08-08,WO00349,13.73
OR0032126,CU02363,CA,2026-02-18,WO00404,32.54
OR0032127,CU04190,CA,2025-05-10,WO00165,74.86
OR0032128,CU01794,UK,2024-06-11,WO00207,29.580000000000002
OR0032129,CU07964,CA,2024-12-29,WO00479,9.5
OR0032130,CU01091,UK,2022-08-20,WO00333,34.58
OR0032131,CU08376,CA,2025-05-19,WO00260,73.07000000000001
OR0032132,CU00157,CA,2021-07-12,WO00402,50.769999999999996
OR0032133,CU04601,UK,2025-05-08,WO00276,44.24
OR0032134,CU05841,CA,2024-12-29,WO00365,26.080000000000002
OR0032135,CU02911,UK,2025-12-30,WO00183,31.35
OR0032136,CU01060,CA,2022-02-18,WO00324,64.53
OR0032137,CU00676,UK,2024-03-11,WO00104,24.24
OR0032138,CU00082,UK,2025-10-18,WO00356,42.82
OR0032139,CU04436,UK,2024-01-01,WO00399,45.58
OR0032140,CU04533,CA,2023-02-18,WO00482,64.3
OR0032141,CU08444,CA,2024-01-26,WO00408,58.42
OR0032142,CU01648,IR,2025-12-08,WO00435,24.81
OR0032143,CU03947,UK,2026-02-21,WO00356,82.83999999999999
OR0032144,CU08836,UK,2019-07-13,WO00258,80.7
OR0032145,CU05160,CA,2023-03-12,WO00324,15.04
OR0032146,CU04364,UK,2022-09-16,WO00148,11.63
OR0032147,CU01706,IR,2024-10-21,WO00174,49.25
OR0032148,CU03231,IR,2026-01-22,WO00034,8.33
OR0032149,CU01172,IR,2018-09-05,WO00419,82.9
OR0032150,CU01288,CA,2025-09-24,WO00172,107.28999999999999
OR0032151,CU02421,CA,2023-05-20,WO00422,76.6
OR0032152,CU05457,UK,2021-07-05,WO00177,71.95
OR0032153,CU06719,CA,2025-10-31,WO00032,50.03
OR0032154,CU07347,CA,2024-04-15,WO00242,38.08
OR0032155,CU08455,IR,2026-02-22,WO00239,48.42
OR0032156,CU00034,UK,2023-01-07,WO00318,33.120000000000005
OR0032157,CU06914,CA,2023-04-10,WO00105,72.5125
OR0032158,CU05483,UK,2023-03-19,WO00097,31.04
OR0032159,CU03354,UK,2022-07-28,WO00001,23.63
OR0032160,CU02194,UK,2025-02-01,WO00219,27.630000000000003
OR0032161,CU00018,CA,2024-02-05,WO00074,25.259999999999998
OR0032162,CU08711,IR,2021-05-11,WO00214,79.5725
OR0032163,CU08409,CA,2026-02-25,WO00018,89.89
OR0032164,CU07696,UK,2021-07-04,WO00098,48.714999999999996
OR0032165,CU04361,UK,2025-07-04,WO00485,5.18
OR0032166,CU03759,UK,2024-07-02,WO00396,15.73
OR0032167,CU04499,CA,2024-04-24,WO00209,60.63
OR0032168,CU00219,UK,2024-03-23,WO00008,10.35
OR0032169,CU03969,UK,2022-11-01,WO00082,53.44
OR0032170,CU08443,CA,2025-12-15,WO00394,81.07
OR0032171,CU08680,IR,2025-09-23,WO00006,26.16
OR0032172,CU04842,CA,2023-11-17,WO00386,38.33
OR0032173,CU05332,CA,2025-08-28,WO00249,65.58
OR0032174,CU01870,CA,2025-04-08,WO00090,113.52
OR0032175,CU00093,UK,2024-01-04,WO00432,38.15
OR0032176,CU06632,UK,2023-10-23,WO00469,22.45
OR0032177,CU00199,UK,2018-04-19,WO00254,7.6
OR0032178,CU06706,IR,2025-12-09,WO00144,5.53
OR0032179,CU04160,IR,2025-10-21,WO00067,9.01
OR0032180,CU03047,CA,2026-01-06,WO00201,24.28
OR0032181,CU01933,IR,2024-07-22,WO00496,141.16
OR0032182,CU07481,CA,2025-11-10,WO00042,57.739999999999995
OR0032183,CU02589,CA,2022-07-03,WO00105,67.79
OR0032184,CU05945,CA,2024-10-04,WO00286,32.92
OR0032185,CU06011,UK,2022-06-12,WO00445,68.09
OR0032186,CU08755,UK,2026-02-25,WO00077,4.7
OR0032187,CU07435,IR,2026-01-15,WO00243,62.4
OR0032188,CU00338,UK,2025-03-27,WO00169,50.910000000000004
OR0032189,CU08906,UK,2022-06-25,WO00207,18.78
OR0032190,CU00373,UK,2017-09-12,WO00119,78.13
OR0032191,CU08732,IR,2026-01-19,WO00162,51.29
OR0032192,CU08237,UK,2020-12-09,WO00353,62.25
OR0032193,CU08303,CA,2026-01-16,WO00252,18.9275
OR0032194,CU08424,CA,2025-02-24,WO00264,23.330000000000002
OR0032195,CU01995,UK,2025-07-09,WO00008,47.265
OR0032196,CU00102,IR,2025-02-15,WO00341,36.620000000000005
OR0032197,CU05903,UK,2025-01-10,WO00033,50.095
OR0032198,CU00846,IR,2025-07-11,WO00500,27.509999999999998
OR0032199,CU02174,IR,2020-03-18,WO00166,15.73
OR0032200,CU05899,UK,2017-07-16,WO00029,40.44
OR0032201,CU08099,CA,2026-03-14,WO00089,68.42
OR0032202,CU00779,CA,2024-06-08,WO00020,102.55999999999999
OR0032203,CU07664,UK,2021-05-27,WO00219,18.44
OR0032204,CU07243,UK,2023-05-07,WO00374,23.4575
OR0032205,CU06094,UK,2024-06-30,WO00109,66.03999999999999
OR0032206,CU08703,CA,2026-01-02,WO00440,13.1
OR0032207,CU05731,IR,2025-10-05,WO00162,34.57
OR0032208,CU04205,CA,2023-08-06,WO00463,18.05
OR0032209,CU02196,UK,2024-07-05,WO00485,40.7
OR0032210,CU05252,UK,2019-02-22,WO00182,21.78
OR0032211,CU08527,UK,2026-01-07,WO00391,40.44
OR0032212,CU08571,CA,2024-10-01,WO00440,77.59
OR0032213,CU06246,CA,2024-11-13,WO00043,10.51
OR0032214,CU01004,UK,2018-09-14,WO00207,26.57
OR0032215,CU07579,UK,2026-01-17,WO00466,41.97
OR0032216,CU03730,IR,2025-07-12,WO00087,3.95
OR0032217,CU03735,UK,2020-12-14,WO00376,49.120000000000005
OR0032218,CU04100,CA,2024-11-29,WO00454,43.9
OR0032219,CU01519,UK,2025-03-12,WO00356,62.099999999999994
OR0032220,CU08152,IR,2023-02-16,WO00176,31.2
OR0032221,CU06278,UK,2023-05-07,WO00292,40.06
OR0032222,CU02799,CA,2025-12-20,WO00074,36.69
OR0032223,CU01052,CA,2025-04-13,WO00017,79.35
OR0032224,CU07887,IR,2025-04-24,WO00004,79.35
OR0032225,CU00712,IR,2023-08-14,WO00240,37.660000000000004
OR0032226,CU06600,CA,2024-11-07,WO00052,16.85
OR0032227,CU06038,UK,2026-03-08,WO00316,55.7575
OR0032228,CU00607,UK,2024-05-13,WO00150,13.64
OR0032229,CU07789,UK,2023-01-24,WO00194,38.29
OR0032230,CU05698,CA,2025-09-04,WO00395,35.285
OR0032231,CU04649,CA,2024-03-20,WO00120,25.44
OR0032232,CU00974,UK,2023-01-21,WO00310,18.47
OR0032233,CU03851,UK,2024-02-05,WO00024,34.0175
OR0032234,CU03975,CA,2025-11-11,WO00050,29.380000000000003
OR0032235,CU01689,UK,2025-02-06,WO00409,23.09
OR0032236,CU03158,UK,2024-11-26,WO00022,48.980000000000004
OR0032237,CU02828,IR,2021-10-24,WO00185,59.864999999999995
OR0032238,CU02476,UK,2026-03-05,WO00291,56.55
OR0032239,CU05992,UK,2024-12-14,WO00489,33.2828
OR0032240,CU07429,CA,2026-01-02,WO00044,14.18
OR0032241,CU00316,CA,2023-05-18,WO00402,16.84
OR0032242,CU07542,UK,2022-07-19,WO00374,33.81
OR0032243,CU04129,CA,2026-03-11,WO00264,29.755
OR0032244,CU01206,UK,2026-03-01,WO00035,49.5125
OR0032245,CU02159,UK,2022-05-05,WO00469,7.03
OR0032246,CU02988,CA,2024-10-19,WO00407,20.2
OR0032247,CU00478,CA,2025-10-04,WO00143,19.54
OR0032248,CU07210,CA,2024-06-16,WO00380,53.16
OR0032249,CU02549,UK,2025-02-26,WO00022,49.855000000000004
OR0032250,CU01014,UK,2024-06-26,WO00272,59.24
OR0032251,CU02106,UK,2019-01-26,WO00335,47.2175
OR0032252,CU06391,UK,2025-11-17,WO00269,9.69
OR0032253,CU07356,CA,2025-08-21,WO00225,17.79
OR0032254,CU04289,UK,2022-11-12,WO00465,51.53
OR0032255,CU01805,IR,2025-03-16,WO00047,37.0125
OR0032256,CU07090,UK,2021-04-25,WO00333,40.06
OR0032257,CU06201,IR,2024-07-10,WO00435,47.5
OR0032258,CU00528,UK,2020-05-20,WO00277,14.32
OR0032259,CU00798,CA,2025-05-17,WO00164,103.03
OR0032260,CU01670,IR,2025-03-13,WO00163,72.77
OR0032261,CU01172,IR,2024-05-20,WO00195,10.09
OR0032262,CU08805,UK,2026-01-01,WO00109,45.0
OR0032263,CU06147,UK,2021-09-06,WO00338,13.9
OR0032264,CU06851,CA,2025-08-11,WO00413,32.25
OR0032265,CU02531,UK,2025-07-08,WO00223,136.4675
OR0032266,CU06425,UK,2025-02-27,WO00150,76.22
OR0032267,CU05311,UK,2022-08-05,WO00342,17.48
OR0032268,CU04500,UK,2025-11-10,WO00327,77.77250000000001
OR0032269,CU05979,CA,2026-02-25,WO00365,70.13
OR0032270,CU04362,CA,2025-04-08,WO00264,185.58
OR0032271,CU08154,UK,2025-05-29,WO00220,33.96
OR0032272,CU08932,UK,2024-04-17,WO00326,63.13
OR0032273,CU05516,IR,2026-02-07,WO00488,62.879999999999995
OR0032274,CU01140,CA,2026-03-09,WO00186,62.3775
OR0032275,CU02240,IR,2025-04-06,WO00375,21.580000000000002
OR0032276,CU04987,CA,2025-09-01,WO00090,51.9725
OR0032277,CU05610,UK,2020-04-01,WO00391,38.9475
OR0032278,CU04609,CA,2025-06-22,WO00454,23.6
OR0032279,CU03574,IR,2025-11-25,WO00111,30.6552
OR0032280,CU01917,UK,2023-03-10,WO00234,82.89
OR0032281,CU01469,UK,2025-11-12,WO00449,13.48
OR0032282,CU08878,IR,2022-06-12,WO00147,34.14
OR0032283,CU03293,CA,2024-07-22,WO00464,34.660000000000004
OR0032284,CU01135,IR,2025-10-17,WO00375,31.4
OR0032285,CU08122,IR,2025-02-11,WO00328,23.78
OR0032286,CU01055,IR,2023-12-10,WO00171,38.8
OR0032287,CU01980,UK,2024-12-09,WO00101,37.18
OR0032288,CU06288,CA,2026-03-07,WO00188,52.44
OR0032289,CU02155,UK,2025-11-30,WO00317,36.5352
OR0032290,CU01312,IR,2024-03-02,WO00398,37.95
OR0032291,CU06901,CA,2022-11-02,WO00386,28.325
OR0032292,CU00016,UK,2025-04-25,WO00489,14.02
OR0032293,CU07758,UK,2024-10-06,WO00169,40.35
OR0032294,CU07838,CA,2022-06-15,WO00165,19.79
OR0032295,CU07881,UK,2022-05-07,WO00430,48.7775
OR0032296,CU05580,CA,2025-09-13,WO00493,31.520000000000003
OR0032297,CU01942,UK,2025-06-07,WO00033,20.74
OR0032298,CU00293,UK,2026-02-10,WO00210,89.8
OR0032299,CU00054,CA,2023-09-13,WO00288,83.94
OR0032300,CU05530,UK,2025-06-08,WO00473,34.84
OR0032301,CU02497,UK,2024-12-27,WO00182,14.215
OR0032302,CU03126,UK,2026-03-03,WO00334,22.3125
OR0032303,CU00472,IR,2023-09-22,WO00357,17.18
OR0032304,CU06158,UK,2021-11-14,WO00135,18.25
OR0032305,CU03433,IR,2021-05-26,WO00278,38.61
OR0032306,CU00601,IR,2024-03-19,WO00230,26.58
OR0032307,CU05314,UK,2021-07-11,WO00097,58.31
OR0032308,CU06103,UK,2021-09-12,WO00169,15.05
OR0032309,CU05745,IR,2024-08-31,WO00174,36.59
OR0032310,CU07626,CA,2024-08-10,WO00139,39.4225
OR0032311,CU04080,CA,2024-12-26,WO00228,62.800000000000004
OR0032312,CU00630,UK,2025-04-25,WO00277,40.14
OR0032313,CU04351,UK,2025-05-07,WO00277,37.230000000000004
OR0032314,CU02160,UK,2019-10-02,WO00024,132.64
OR0032315,CU04757,IR,2025-08-09,WO00179,55.2
OR0032316,CU00641,CA,2023-11-28,WO00358,87.53
OR0032317,CU05046,UK,2020-11-20,WO00326,78.42
OR0032318,CU00261,UK,2024-10-31,WO00036,22.45
OR0032319,CU05306,CA,2024-12-07,WO00052,22.15
OR0032320,CU05458,CA,2026-03-02,WO00186,40.97
OR0032321,CU01816,UK,2026-01-05,WO00362,76.47999999999999
OR0032322,CU03712,CA,2025-06-13,WO00257,63.99
OR0032323,CU03189,UK,2024-04-21,WO00101,54.31
OR0032324,CU07632,CA,2024-05-12,WO00414,12.100000000000001
OR0032325,CU00093,UK,2025-03-10,WO00033,18.14
OR0032326,CU01139,UK,2021-07-30,WO00335,24.46
OR0032327,CU04344,CA,2026-01-12,WO00457,127.98
OR0032328,CU03072,CA,2022-12-12,WO00324,6.19
OR0032329,CU05373,UK,2025-10-08,WO00378,56.27
OR0032330,CU01732,IR,2024-10-06,WO00283,122.33
OR0032331,CU07621,UK,2023-06-15,WO00447,44.645
OR0032332,CU04637,UK,2024-11-19,WO00199,90.23
OR0032333,CU00274,CA,2026-03-17,WO00192,29.03
OR0032334,CU06373,IR,2026-01-09,WO00346,37.2
OR0032335,CU04919,UK,2022-04-09,WO00082,66.545
OR0032336,CU06143,UK,2022-05-01,WO00432,105.17
OR0032337,CU04353,UK,2025-03-18,WO00368,118.34
OR0032338,CU07407,UK,2025-08-10,WO00369,91.75
OR0032339,CU04806,UK,2025-10-22,WO00476,72.06
OR0032340,CU00317,CA,2024-05-23,WO00332,8.65
OR0032341,CU07858,CA,2022-08-27,WO00440,26.45
OR0032342,CU00329,CA,2025-09-26,WO00402,77.62
OR0032343,CU03290,UK,2020-12-18,WO00157,67.29
OR0032344,CU02285,CA,2023-03-01,WO00021,56.5
OR0032345,CU02281,CA,2026-02-02,WO00160,27.9
OR0032346,CU01358,UK,2025-12-25,WO00223,8.29
OR0032347,CU01079,UK,2023-06-17,WO00234,43.85
OR0032348,CU01511,UK,2024-10-16,WO00080,38.46
OR0032349,CU06522,CA,2025-02-11,WO00170,63.55
OR0032350,CU00720,UK,2023-09-04,WO00359,82.4825
OR0032351,CU02180,IR,2023-04-25,WO00071,16.77
OR0032352,CU08423,CA,2025-04-25,WO00249,96.17
OR0032353,CU02458,UK,2023-10-31,WO00356,36.22
OR0032354,CU01513,UK,2018-05-21,WO00073,18.28
OR0032355,CU06586,IR,2021-11-06,WO00268,53.18
OR0032356,CU07077,CA,2025-12-14,WO00165,33.54
OR0032357,CU04673,CA,2025-12-30,WO00281,75.43
OR0032358,CU05757,UK,2024-08-22,WO00109,74.76
OR0032359,CU02675,UK,2025-02-19,WO00391,108.05
OR0032360,CU06041,CA,2025-07-12,WO00250,58.49
OR0032361,CU05704,UK,2018-05-03,WO00002,29.34
OR0032362,CU03181,CA,2024-04-21,WO00366,69.5675
OR0032363,CU06657,CA,2024-10-20,WO00217,32.88
OR0032364,CU08246,CA,2025-05-06,WO00281,14.875
OR0032365,CU01170,CA,2021-08-27,WO00320,16.05
OR0032366,CU04484,CA,2025-05-31,WO00259,56.3
OR0032367,CU05084,IR,2026-03-04,WO00007,41.46
OR0032368,CU07117,UK,2026-03-01,WO00384,11.93
OR0032369,CU03451,IR,2020-06-06,WO00187,12.14
OR0032370,CU00630,UK,2025-11-13,WO00001,53.849999999999994
OR0032371,CU04016,UK,2026-01-10,WO00377,28.3
OR0032372,CU03328,UK,2020-02-02,WO00441,25.270000000000003
OR0032373,CU04571,CA,2024-07-10,WO00021,17.83
OR0032374,CU04126,CA,2026-02-27,WO00038,93.0
OR0032375,CU03634,UK,2021-06-14,WO00254,20.330000000000002
OR0032376,CU07156,UK,2022-08-16,WO00059,18.02
OR0032377,CU06961,CA,2023-02-02,WO00285,13.9
OR0032378,CU01803,UK,2025-08-31,WO00280,135.68
OR0032379,CU00759,IR,2025-01-03,WO00166,18.380000000000003
OR0032380,CU04627,CA,2025-04-08,WO00110,38.480000000000004
OR0032381,CU01398,IR,2024-10-06,WO00221,64.67999999999999
OR0032382,CU01708,IR,2021-10-29,WO00159,50.989
OR0032383,CU07061,CA,2024-10-19,WO00251,51.9
OR0032384,CU00897,CA,2024-01-12,WO00288,30.28
OR0032385,CU03549,CA,2026-03-14,WO00299,75.25
OR0032386,CU02800,CA,2024-12-06,WO00108,35.989999999999995
OR0032387,CU03215,CA,2025-01-29,WO00304,22.08
OR0032388,CU07471,CA,2026-02-19,WO00457,11.7
OR0032389,CU00367,IR,2024-04-03,WO00471,18.275
OR0032390,CU02340,CA,2025-09-05,WO00354,82.83
OR0032391,CU08881,CA,2025-10-04,WO00301,66.1
OR0032392,CU04918,CA,2025-05-29,WO00431,55.685
OR0032393,CU00579,UK,2025-03-30,WO00363,17.64
OR0032394,CU08508,UK,2024-07-31,WO00331,91.71000000000001
OR0032395,CU08642,CA,2025-10-21,WO00181,33.39
OR0032396,CU02556,CA,2022-05-21,WO00440,63.040000000000006
OR0032397,CU02615,CA,2025-07-26,WO00225,74.5
OR0032398,CU03880,IR,2026-01-02,WO00058,98.36
OR0032399,CU04598,UK,2024-07-27,WO00333,26.98
OR0032400,CU06034,CA,2026-03-16,WO00186,17.35
OR0032401,CU01696,CA,2025-03-03,WO00390,43.215
OR0032402,CU07517,UK,2018-11-24,WO00109,25.97
OR0032403,CU07000,CA,2021-08-27,WO00120,45.45
OR0032404,CU05176,CA,2025-09-12,WO00395,62.95
OR0032405,CU05295,UK,2023-01-16,WO00055,15.7125
OR0032406,CU02945,IR,2024-11-10,WO00026,20.939999999999998
OR0032407,CU04294,UK,2025-05-27,WO00082,37.0
OR0032408,CU01149,UK,2018-12-09,WO00348,78.13
OR0032409,CU08218,CA,2025-12-03,WO00155,30.47
OR0032410,CU02458,UK,2023-11-05,WO00485,29.490000000000002
OR0032411,CU08065,UK,2025-03-06,WO00287,68.60900000000001
OR0032412,CU03310,CA,2025-12-17,WO00414,55.175
OR0032413,CU04563,UK,2021-02-04,WO00310,38.155
OR0032414,CU06192,CA,2026-02-27,WO00307,29.79
OR0032415,CU00674,UK,2023-07-08,WO00207,51.13
OR0032416,CU03930,UK,2023-11-19,WO00003,6.45
OR0032417,CU01912,IR,2025-07-23,WO00498,81.37
OR0032418,CU02080,UK,2026-02-23,WO00207,11.57
OR0032419,CU04293,CA,2024-08-31,WO00257,13.92
OR0032420,CU05942,UK,2020-06-06,WO00399,38.56
OR0032421,CU01243,IR,2024-08-17,WO00145,29.48
OR0032422,CU05072,UK,2026-02-10,WO00141,33.03
OR0032423,CU03182,UK,2025-01-26,WO00373,94.51
OR0032424,CU08887,CA,2024-12-14,WO00074,85.92
OR0032425,CU07749,UK,2024-10-20,WO00315,17.925
OR0032426,CU07789,UK,2024-11-01,WO00321,50.489999999999995
OR0032427,CU00894,UK,2023-11-05,WO00290,53.480000000000004
OR0032428,CU06240,UK,2025-09-20,WO00001,90.44
OR0032429,CU04190,CA,2025-12-15,WO00294,95.84
OR0032430,CU00572,UK,2023-07-09,WO00377,28.89
OR0032431,CU01298,UK,2021-04-08,WO00391,15.8
OR0032432,CU07877,UK,2022-11-12,WO00438,10.600000000000001
OR0032433,CU01310,CA,2023-12-06,WO00044,68.59
OR0032434,CU01080,CA,2024-06-28,WO00481,40.105000000000004
OR0032435,CU07295,CA,2024-04-26,WO00477,33.5125
OR0032436,CU04853,CA,2021-11-13,WO00402,37.63
OR0032437,CU02090,CA,2023-09-07,WO00013,68.69
OR0032438,CU04766,IR,2024-10-23,WO00496,29.96
OR0032439,CU03106,CA,2025-12-24,WO00250,34.24
OR0032440,CU02423,UK,2024-06-16,WO00055,98.92
OR0032441,CU07463,UK,2022-02-18,WO00469,14.95
OR0032442,CU08232,CA,2026-03-13,WO00050,80.09
OR0032443,CU05552,UK,2025-05-29,WO00051,40.480000000000004
OR0032444,CU07556,CA,2024-06-27,WO00365,153.31
OR0032445,CU00744,IR,2025-09-13,WO00114,118.22
OR0032446,CU02837,CA,2024-05-30,WO00332,47.67
OR0032447,CU03426,IR,2020-12-01,WO00213,33.94
OR0032448,CU01919,UK,2025-06-09,WO00310,51.3975
OR0032449,CU05339,CA,2022-07-04,WO00165,79.795
OR0032450,CU00901,UK,2020-10-03,WO00194,32.620000000000005
OR0032451,CU06458,CA,2023-06-18,WO00257,88.775
OR0032452,CU01535,UK,2024-11-23,WO00287,39.28
OR0032453,CU03532,IR,2023-12-31,WO00412,71.1675
OR0032454,CU07162,CA,2026-02-06,WO00366,59.49
OR0032455,CU04180,UK,2025-08-21,WO00476,10.4125
OR0032456,CU08315,CA,2026-02-19,WO00337,17.740000000000002
OR0032457,CU07044,CA,2025-03-15,WO00069,43.555
OR0032458,CU08384,CA,2025-11-10,WO00358,33.6
OR0032459,CU04959,IR,2022-04-04,WO00202,40.43
OR0032460,CU00872,CA,2025-02-22,WO00460,41.660000000000004
OR0032461,CU07706,IR,2025-01-22,WO00238,62.7
OR0032462,CU08338,IR,2021-12-09,WO00041,69.78
